,Date,Government Agency,Fund,Contractor,Procurement Method,Jamaican Equivalent,Funding Agency
211,2013-06-12,National Works Agency,GOJ,DWIGHT'S CONSTRUCTION LIMITED,DC,31591990.38,GOJ Funding
212,2013-06-12,Petrojam Limited,PCJ,DJ'S CAFE RESTAURANT LIMITED,DC,30000000.0,Non-GOJ Funding
213,2013-06-12,Wigton Windfarm Limited,GOJ,IMCA JAMAICA LIMITED,DC,10909101.05,GOJ Funding
214,2013-06-12,Ministry of National Security,GOJ,TOMAR ELECTRONICS INC.,DC,12752016.06,GOJ Funding
215,2013-06-12,Ministry of National Security,GOJ,MOTOROLA SOLUTIONS,DC,18303669.36,GOJ Funding
216,2013-06-12,Ministry of National Security,GOJ,CMI INCORPORATED,DC,8233194.09,GOJ Funding
217,2013-06-12,Port Authority of Jamaica,PAJ,POWERGEN LIMITED,DC,12000000.0,Non-GOJ Funding
218,2013-06-12,National Water Commission (NWC),NWC,HOOD - DANIEL WELL COMPANY LIMITED,DC,10497962.13,Non-GOJ Funding
219,2013-06-05,Port Authority of Jamaica,PAJ,JENTECH CONSULTANTS LIMITED,LT,221776513.4,Non-GOJ Funding
220,2013-06-05,Western Regional Health Authority (WRHA),NHF/GOJ,G.M. AND ASSOCIATES LIMITED.,LCB,31036533.0,Non-GOJ Funding
221,2013-06-05,Western Regional Health Authority (WRHA),NHF,ALCAR CONSTRUCTION AND HAULAGE COMPANY LIMITED,LCB,30482790.0,Non-GOJ Funding
222,2013-06-05,National Water Commission (NWC),IADB/ NWC,N.O. WHYTE & ASSOCIATES LIMITED,LCB,168546383.5,Non-GOJ Funding
223,2013-06-05,Ministry of Youth and Culture,IADB,NANCY GEORGE & ASSOCIATES,DC,13563516.24,Non-GOJ Funding
224,2013-06-05,Ministry of Education,WB,THE UNIVERSITY OF THE WEST INDIES (UWI),OT,21881771.16,Non-GOJ Funding
225,2013-06-05,Port Authority of Jamaica (PAJ),PAJ,AMBA DOCKSIDE TECHNOLOGY,DC,27513273.9,Non-GOJ Funding
226,2013-06-05,Port Authority of Jamaica (PAJ),PAJ,FLOORS UNLIMITED,LCB,22917414.0,Non-GOJ Funding
227,2013-06-05,National Water Commission (NWC),NWC,D.BISASOR & ASSOCIATES LIMITED,LCB,45344499.99,Non-GOJ Funding
228,2013-06-05,National Water Commission (NWC),BNS,FLUID SYSTEMS ENGINEERING LIMITED,LCB,468883497.2,Non-GOJ Funding
229,2013-06-05,National Water Commission (NWC),BNS,FLUID SYSTEMS ENGINEERING LIMITED,LCB,29756720.54,Non-GOJ Funding
230,2013-06-05,Jamaica Social Investment Fund (JSIF),EU/ PRP11,ALCAR CONSTRUCTION AND HAULAGE COMPANY LIMITED,LCB,24676137.0,Non-GOJ Funding
231,2013-06-05,Jamaica Social Investment Fund (JSIF),EU/ PRP11,MARSHALL CONSTRUCTION COMPANY LIMITED,LCB,24900840.0,Non-GOJ Funding
232,2013-06-05,Southern Regional Health Authority (SRHA),GOJ,AREL LIMITED,DC,32674058.14,GOJ Funding
233,2013-06-05,National Land Agency (NLA),GOJ,QUEST SECURITY SERVICES LIMITED,LCB,31104360.0,GOJ Funding
234,2013-05-15,Petrojam Limited,PCJ,CONSTRUCTION SOLUTIONS LIMITED,LCB,68816255.4,Non-GOJ Funding
235,2013-05-15,Registrar General's Department (RGD),GOJ,QUEST SECURITY LIMITED,LCB,32663260.0,GOJ Funding
236,2013-05-15,National Health Fund (NHF),GOJ,MODERN INVESTIGATION AND SECURITY COMPANY LIMITED,LCB,36190040.0,GOJ Funding
237,2013-05-15,Western Regional Health Authority (WRHA),GOJ,KPB SERVICES COMPANY INTERNATIONAL,DC,32481624.0,GOJ Funding
238,2013-05-15,Petrojam Limited,PCJ,GE BETZ,DC,8946840.0,Non-GOJ Funding
239,2013-05-15,Petrojam Limited,PCJ,PAINTERS & SANDBLASTERS LIMITED,DC,6553400.0,Non-GOJ Funding
240,2013-05-15,National Water Commission (NWC),NWC,SPATIAL INNOVISION LIMITED,ICB,102461367.9,Non-GOJ Funding
241,2013-05-15,National Water Commission (NWC),IADB,CASTALIA STRATEGIC ADVISORS,ICB,29948116.8,Non-GOJ Funding
242,2013-05-15,Port Authority of Jamaica (PAJ),PAJ,INDUSTRIAL & TECHNICAL SUPPLIES LIMITED,DC,96642000.0,Non-GOJ Funding
243,2013-05-15,Port Authority of Jamaica (PAJ),PAJ,ZHENUA PORT MACHINERY COMPANY LIMITED (ZPMC),DC,201479439.8,Non-GOJ Funding
244,2013-05-15,National Water Commission (NWC),NWC/ SCOTIA,SHARE CON LIMITED,LCB,23510905.0,Non-GOJ Funding
245,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,DWIGHT'S CONSTRUCTION LIMITED,DC,17460304.81,GOJ Funding
246,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,ALCAR CONSTRUCTION AND HAULAGE LIMITED,DC,16813694.55,GOJ Funding
247,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,ALCAR CONSTRUCTION AND HAULAGE LIMITED,DC,33020050.0,GOJ Funding
248,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,CHIN'S CONSTRUCTION LIMITED,DC,27179803.3,GOJ Funding
249,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,N.F BARNES CONSTRUCTION & EQUIPMENT CO. LTD,DC,24220362.01,GOJ Funding
250,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,TANK WELD CONSTRUCTION AND AEGISCO LIMITED,DC,28213097.0,GOJ Funding
251,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,ASPHALT CONSTRUCTION AND PAVING SOLUTIONS LIMITED,DC,11999518.51,GOJ Funding
252,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,DWIGHT'S CONSTRUCTION LIMITED,DC,24500000.0,GOJ Funding
253,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,CONSTRUCTION SOLUTIONS LTD.,DC,15000000.0,GOJ Funding
254,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,DWIGHT'S CONSTRUCTION LIMITED,DC,33979470.0,GOJ Funding
255,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,DWIGHT'S CONSTRUCTION LIMITED,DC,5239876.15,GOJ Funding
256,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,DWIGHT'S CONSTRUCTION LIMITED,DC,10870528.2,GOJ Funding
257,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,CHIN'S CONSTRUCTION LIMITED,DC,18880909.87,GOJ Funding
258,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,CONSTRUCTION SOLUTIONS LTD.,DC,28433140.0,GOJ Funding
259,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,CONSTRUCTION SOLUTIONS LTD.,DC,35654100.0,GOJ Funding
260,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,DWIGHT'S CONSTRUCTION LIMITED,DC,9963876.0,GOJ Funding
261,2013-05-15,"Ministry of Transport, Works and Housing",GOJ,R.A.J. DAVIS HAULAGE & CONSTRUCTION CO LIMITED,DC,5311810.0,GOJ Funding
262,2013-05-15,National Housing Trust,NHT,GUARDSMAN LIMITED,LCB,26094195.0,Non-GOJ Funding
263,2013-05-08,Ministry of Agriculture and Fisheries,GOJ,ALCAR CONSTRUCTION & HAULAGE COMPANY LIMTED,LCB,155900685.0,GOJ Funding
264,2013-05-08,Ministry of Agriculture and Fisheries,GOJ,N.R. DIRAM CONSTRUCTION LIMITED,LCB,71599700.0,GOJ Funding
265,2013-05-08,Ministry of Agriculture and Fisheries,GOJ,D.R. FOOTE CONSTRUCTION COMPANY LIMITED,LCB,19964830.0,GOJ Funding
266,2013-05-08,Wigton Windfarm Limited,GOJ,GREEN POWER TECHNOLOGIES,DC,35415576.0,GOJ Funding
267,2013-05-08,Kingston Container Terminal Services Limited (KCTSL),PAJ,CARGOTEC LIMITED,DC,8382152.18,Non-GOJ Funding
268,2013-05-08,Petrojam Limited,PCJ,SAP,DC,6583021.1,Non-GOJ Funding
269,2013-05-08,Public Broadcasting Corporation of Jamaica (PBCJ),GOJ,THE WEATHER COMPANY (WEATHER CENTRAL),DC,25446582.0,GOJ Funding
270,2013-05-08,Ministry of Agriculture and Fisheries,GOJ,D.R. FOOTE CONSTRUCTION COMPANY LIMITED,LCB,50102935.0,GOJ Funding
271,2013-05-08,Jamaica Vacations Limited,GOJ,SUNWING,SURREY PAVING & AGGREGATE CO. LTD,19824000.0,GOJ Funding
272,2013-05-08,Jamaica Vacations Limited,GOJ,LOOK VOYAGE,SURREY PAVING & AGGREGATE CO. LTD,29736000.0,GOJ Funding
273,2013-05-08,University Hospital of the West Indies (UHWI),GOJ,AREL LIMITED,DC,8003940.0,GOJ Funding
274,2013-05-01,Petrojam Limited,PCJ,SEAPORT EQUIPMENT LIMITED,DC,10000000.0,Non-GOJ Funding
275,2013-05-01,Jamaica Social Investment Fund (JSIF),GOJ/IBRD,CHIN'S CONSTRUCTION LIMITED,LCB,28618047.3,Non-GOJ Funding
276,2013-05-01,Urban Development Corporation (UDC),GOJ,CAC 2000 LIMITED,DC,10375931.03,GOJ Funding
277,2013-05-01,"Culture, Health, Arts, Sports and Education (C.H.A.S.E.)",GOJ,RICAM CONSTRUCTION COMPANY,LCB,16550546.0,GOJ Funding
278,2013-05-01,Petrojam Limited,PCJ,POWERGEN LIMITED,DC,95912080.32,Non-GOJ Funding
279,2013-05-01,Ministry of Finance and Planning,GOJ,TOYOTA JAMAICA LIMITED,LCB,23928600.47,GOJ Funding
280,2013-05-01,Rural Agricultural Development Authority (RADA),GOJ,MARSHALL CONSTRUCTION COMPANY LIMITED,LCB,69665549.0,GOJ Funding
281,2013-05-01,Port Authority of Jamaica (PAJ),PAJ,MR DO BRASIL INDUSTRIA MECANICA LIMITED,DC,7294414.26,Non-GOJ Funding
282,2013-05-01,"Culture, Health, Arts, Sports and Education (C.H.A.S.E.)",CHASE,CHIN'S EQUIPMENT RENTAL AND CONSTRUCTION COMPANY LIMITED,LCB,26903356.0,Non-GOJ Funding
283,2013-05-01,Tax Administration Jamaica (TAJ),GOJ,ALLIED PROTECTION LIMITED,LCB,15126325.0,GOJ Funding
284,2013-05-01,Tax Administration Jamaica (TAJ),GOJ,ALLIED PROTECTION LIMITED,LCB,19298905.0,GOJ Funding
285,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,ANDERSON TRUCKING,DC,8832800.0,GOJ Funding
286,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,ANN MARIE HERD,DC,13466400.0,GOJ Funding
287,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,A & M TRUCKING,DC,14480000.0,GOJ Funding
288,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,BERNARD & SON TRUCKING,DC,3185600.0,GOJ Funding
289,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,BROWN'S DISPOSAL,DC,7240000.0,GOJ Funding
290,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,CAINE?S HAULAGE,DC,12709600.0,GOJ Funding
291,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,CREIGHTON MAINTENANCE,DC,16878400.0,GOJ Funding
292,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,DESMOND HAULAGE,DC,5480000.0,GOJ Funding
293,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,E.F. & R CO. LIMITED,DC,10860000.0,GOJ Funding
294,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,EZ WASTE MANAGEMENT,DC,3620000.0,GOJ Funding
295,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,ERIC??MARSH HAULAGE,DC,10860000.0,GOJ Funding
296,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,FISHER HAULAGE,DC,6733200.0,GOJ Funding
297,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,GRANTS METAL WOODWORK,DC,3620000.0,GOJ Funding
298,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,J.A.A.P.A. SERVICES LIMITED,DC,9846400.0,GOJ Funding
299,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,JB?S JANITORIAL,DC,1205600.0,GOJ Funding
300,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,HUEN TRUCKING,DC,6360000.0,GOJ Funding
301,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,HERMAN PAISLEY,DC,2356400.0,GOJ Funding
302,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,INLAND HAULAGE,DC,2740000.0,GOJ Funding
303,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,L & D TRUCKING,DC,6226400.0,GOJ Funding
304,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,MAVRICK HAULAGE WASTE & AGGREGRATE,DC,3185600.0,GOJ Funding
305,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,MASSARAK HAULAGE,DC,19692800.0,GOJ Funding
306,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,NASH BUILDERS,DC,3620000.0,GOJ Funding
307,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,N.S. DEVELOPMENT,DC,6733200.0,GOJ Funding
308,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,PARKES TRUCKING,DC,4778400.0,GOJ Funding
309,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,PREMIER BUSINESS SERVICE,DC,10860000.0,GOJ Funding
310,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,P.E.B.F. DISPOSAL SERVICE,DC,3113200.0,GOJ Funding
311,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,RIVERTON MEADOWS TRUCKING,DC,35331200.0,GOJ Funding
312,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,PROGRESSIVE SANITATION,DC,3620000.0,GOJ Funding
313,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,SHENDOR SERVICES LIMITED,DC,11706400.0,GOJ Funding
314,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,UNITY CLEANING CONSTRUCTION,DC,7240000.0,GOJ Funding
315,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,VIOLET DIXON & COMPANY LIMITED,DC,8593200.0,GOJ Funding
316,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,ALL TRUCKING,DC,3185600.0,GOJ Funding
317,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,CAN AUTO REPAIR & GARBAGE COLLECTION,DC,6805600.0,GOJ Funding
318,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,CDS SANITATION SERVICES,DC,7240000.0,GOJ Funding
319,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,DALEY?S??WASTE MANAGEMENT,DC,3113200.0,GOJ Funding
320,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,ESTRIME TRUCKING,DC,3620000.0,GOJ Funding
321,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,F & G HAULAGE,DC,3113200.0,GOJ Funding
322,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,LLYRAD ENTERPRISES,DC,19860000.0,GOJ Funding
323,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,MICADOWA SANITATION SYSTEM,DC,10353200.0,GOJ Funding
324,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,ONE TOUCH CONSTRUCTION & EQUIPMENT,DC,18016016.0,GOJ Funding
325,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,W & W HAULAGE,DC,3620000.0,GOJ Funding
326,2013-04-24,National Solid Waste Management Authority (NSWMA),GOJ,ZAGGA & ZOE UPLIFTMENT,DC,6226400.0,GOJ Funding
327,2013-04-24,Jamaica Customs Department,GOJ,DE LA RUE INTERNATIONAL LIMITED,DC,7300000.0,GOJ Funding
328,2013-04-24,Ministry of Education,IADB,UNIVERSITY OF THE WEST INDIES - SOCIAL WELFARE CENTRE,DC,21553883.95,Non-GOJ Funding
329,2013-04-24,Ministry of Agriculture and Fisheries,GOJ,HARDWARE & LUMBER/AGRO GRACE LIMITED,LCB,26985660.0,GOJ Funding
330,2013-04-24,South East Regional Health Authority (SERHA),GOJ,JAC-DEN ENTERPRISE COMPANY LIMITED,LT,135530496.0,GOJ Funding
331,2013-04-24,Port Authority of Jamaica,PAJ,CARGOTEC SERVICES,DC,53610383.76,Non-GOJ Funding
332,2013-04-24,Wigton Windfarm Limited (WWFL),GOJ,DMP,DC,12102552.55,GOJ Funding
333,2013-04-24,Wigton Windfarm Limited (WWFL),GOJ,ZOUKIE TRUCKING SERVICES LIMITED,DC,8419890.93,GOJ Funding
334,2013-04-23,Development Bank of Jamaica (DBJ),DBJ,CAC 2000 LIMITED,DC,11867599.55,Non-GOJ Funding
335,2013-04-17,The Electoral Office of Jamaica (EOJ),GOJ,QUEST SECURITY SERVICES,LCB,22061760.0,GOJ Funding
336,2013-04-17,Western Regional Health Authority (WRHA),GOJ,INDUSTRIAL & TECHNICAL SUPPLIES LIMITED,LCB,15539992.37,GOJ Funding
337,2013-04-17,Ministry of Health,GOJ,VITALMED DISTRIBUTORS LIMITED,DC,8956290.6,GOJ Funding
338,2013-04-17,Ministry of Health,GOJ,ABBOTT LABORATORIES P.R. INC.,DC,21422211.37,GOJ Funding
339,2013-04-17,South East Regional Health Authority,GOJ,LASCO DISTRIBUTORS LIMITED,LCB,113049983.5,GOJ Funding
340,2013-04-17,Housing Agency of Jamaica Ltd,NCB,CONSTRUCTION SOLUTIONS LIMITED.,LCB,194975780.0,Non-GOJ Funding
341,2013-04-17,The Electoral Office of Jamaica,GOJ,LIME,LCB,17469269.93,GOJ Funding
342,2013-04-10,Sugar Industry Authority (SIA),GOJ,ALLIED PROTECTION LIMITED,LCB,28991528.28,GOJ Funding
343,2013-04-10,National Water Commission,NWC,TANK-WELD LIMITED,DC,560601316.8,Non-GOJ Funding
344,2013-04-10,Petrojam Limited,PCJ,QUALITY PLUS CONTRACTING COMPANY LIMITED,LCB,36142906.2,Non-GOJ Funding
345,2013-04-10,National Environment and Planning Agency (NEPA),EU,UNDERWATER SERVICE COMPANY LIMITED,DC,15572000.0,Non-GOJ Funding
346,2013-04-10,Norman Manley International Airport,GOJ,CAC 2000 LIMITED,DC,28522503.54,GOJ Funding
347,2013-04-10,National Water Commission,NWC/Scotia,ALCAR CONSTRUCTION & HAULAGE COMPANY LIMITED,LCB,21367961.45,Non-GOJ Funding
348,2013-04-10,Ministry of Finance and Planning,GOJ,BLOOMFIELD JAMAICA LIMITED,DC,23593036.0,GOJ Funding
349,2013-04-03,Jamaica Social Investment Fund,GOJ/IBRD,ALCAR CONSTRUCTION AND HAULAGE COMPANY LIMITED,LCB,64644020.0,Non-GOJ Funding
350,2013-04-03,Jamaica Social Investment Fund,GOJ/IBRD,MARSHALL CONSTRUCTION COMPANY LIMITED,LCB,24178643.0,Non-GOJ Funding
351,2013-04-03,Jamaica Social Investment Fund,GOJ/IBRD,ALCAR CONSTRUCTION AND HAULAGE COMPANY LIMITED,LCB,37147629.0,Non-GOJ Funding
352,2013-04-03,Jamaica Social Investment Fund,CDB/ CIP/GOJ??,CHIN'S EQUIPMENT RENTAL AND CONSTRUCTION COMPANY LIMITED,LCB,26690600.0,Non-GOJ Funding
353,2013-04-03,Jamaica Social Investment Fund,CDB/ CIP/GOJ?,CHIN'S EQUIPMENT RENTAL AND CONSTRUCTION COMPANY LIMITED,LCB,25179000.0,Non-GOJ Funding
354,2013-04-03,Port Authority of Jamaica,PAJ,PORTS SECURITY CORPS LIMITED,DC,118980605.0,Non-GOJ Funding
355,2013-04-03,Port Authority Management Services Limited,GOJ,LAMASA LIMITED,DC,11395460.0,GOJ Funding
356,2013-04-03,Petrojam Limited,PCJ,Power Gen Limited,DC,7500000.0,Non-GOJ Funding
357,2013-04-03,North East Regional Health Authority (NERHA),GOJ,INDUSTRIAL GASES LIMITED,DC,11601763.26,GOJ Funding
358,2013-03-27,Registrar General's Department (RGD),GOJ,GO GLOBAL (JA) LIMITED,LCB,28652329.44,GOJ Funding
359,2013-03-27,Tourism Product Development Company (TPDCO),TEF,NATIONAL SOLID WASTE MANAGEMENT AUTHORITY (NSWMA),DC,110454703.7,Non-GOJ Funding
360,2013-03-27,Port Authority of Jamaica (PAJ),PAJ,AMBA DOCKSIDE TECHNOLOGY LIMITED,DC,29298672.0,Non-GOJ Funding
361,2013-03-27,Port Authority of Jamaica (PAJ),PAJ,PORTS SECURITY CORPS,DC,46295976.0,Non-GOJ Funding
362,2013-03-27,Tourism Product Development Company (TPDCO),TEF,PAVEMENTS & STRUCTURES LTD.,LCB,34327790.0,Non-GOJ Funding
363,2013-03-27,Petrojam Limited,PCJ,PETROLEUM ANALYZER CORPORATION,DC,8942596.0,Non-GOJ Funding
364,2013-03-20,Auditor General's Department (AGD),GOJ,WOLTERS KLUWER,DC,30403360.0,GOJ Funding
365,2013-03-20,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,JAMALYSHA TRADING COMPANY LIMITED,DC,22011142.05,Non-GOJ Funding
366,2013-03-20,Port Authority of Jamaica (PAJ),PAJ,IDOM-PORTIC BARCELONA (SPAIN),ICB,28965176.47,Non-GOJ Funding
367,2013-03-20,Jamaica Social Investment Fund (JSIF),CDB/ CIP/ GOJ,CHIN'S EQUIPMENT RENTALS AND CONSTRUCTION COMPANY LIMITED,LCB,23779000.0,Non-GOJ Funding
368,2013-03-20,Jamaica Defence Force (JDF),GOJ,JAMAICA PRE-MIX CONCRETE LIMITED,DC,25007732.05,GOJ Funding
369,2013-03-20,National Solid Waste Management Authority (NSWMA),GOJ,DESMOND HAULAGE CONSTRUCTION AND MAINTENANCE SERVICES,LCB,18375464.36,GOJ Funding
370,2013-03-20,Petrojam Limited,PCJ,"BUREAU OF STANDARDS, JAMAICA",DC,17008800.0,Non-GOJ Funding
371,2013-03-15,"Ministry of Science, Technology, Energy and Mining (MSTEM)",IBRD,DIG SILENT GMBH,ICB,19204463.2,Non-GOJ Funding
372,2013-03-13,Ministry of Education,GOJ,CARLONG PUBLISHERS (CARIBBEAN) LIMITED,LCB,134962654.0,GOJ Funding
373,2013-03-13,Ministry of Education,GOJ,KINGSTON BOOKSHOP LIMITED,LCB,366222181.4,GOJ Funding
374,2013-03-13,Ministry of Education,GOJ,METO CORPORATION LIMITED,LCB,30231333.0,GOJ Funding
375,2013-03-13,Ministry of Education,GOJ,BOOK WIZARD LIMITED,LCB,122027185.0,GOJ Funding
376,2013-03-13,Ministry of Finance and Planning,GOJ,OTIGA ENGINEERINGS COMPANY LIMITED,LCB,17773665.0,GOJ Funding
377,2013-03-13,National Environment and Planning Agency (NEPA),GOJ,CONSOLIDATED ANALYTICAL SYSTEMS,DC,6460762.88,GOJ Funding
378,2013-03-13,Jamaica Defence Force (JDF),GOJ,INDUSTRIAL & TECHNICAL SUPPLIES LIMITED,ICB,16174392.0,GOJ Funding
379,2013-03-13,Jamaica Social Investment Fund (JSIF),EU/??PRP II,THOMAS HAMILTON & ASSOCIATES COMPANY LIMITED,LCB,20093365.73,Non-GOJ Funding
380,2013-03-13,Jamaica Social Investment Fund (JSIF),GOJ/ IBRD,ALCAR CONSTRUCTION & HAULAGE CO. LTD.,LCB,22775048.5,Non-GOJ Funding
381,2013-03-13,Jamaica Social Investment Fund (JSIF),REDI/ GOJ,RICAM CONSTRUCTION,LCB,15197540.0,Non-GOJ Funding
382,2013-03-13,Jamaica Social Investment Fund (JSIF),GOJ/ IBRD,ANOTHER STAR IS BORN (ASB) CONSTRUCTION COMPANY LIMITED,LCB,19692380.0,Non-GOJ Funding
383,2013-03-13,Port Authority of Jamaica (PAJ),PAJ,MARATHON INSURANCE BROKERS LIMITED,LCB,9058686.0,Non-GOJ Funding
384,2013-03-13,Port Authority of Jamaica (PAJ),PAJ,MARATHON INSURANCE BROKERS LIMITED,LCB,373999747.7,Non-GOJ Funding
385,2013-03-13,Factories Corporation of Jamaica Ltd. (FCJ),GOJ,MARATHON INSURANCE BROKERS LIMITED,LCB,706522.0,GOJ Funding
386,2013-03-13,Factories Corporation of Jamaica Ltd. (FCJ),GOJ,MARATHON INSURANCE BROKERS LIMITED,LCB,38813457.28,GOJ Funding
387,2013-03-13,"Ministry of Science, Technology, Energy and Mining (MSTEM)",IBRD,AF MERCADOS (SPAIN) in association with PIERCE ATWOOD (USA),ICB,38947584.0,Non-GOJ Funding
388,2013-03-13,"Ministry of Science, Technology, Energy and Mining (MSTEM)",IBRD,EDF (FRANCE) LEAD FIRM in association with HINICIO (BELGIUM),ICB,17221890.4,Non-GOJ Funding
389,2013-03-13,"Ministry of Science, Technology, Energy and Mining (MSTEM)",IBRD,AF MERCADOS (SPAIN) in association with PIERCE ATWOOD (US),ICB,19874608.0,Non-GOJ Funding
390,2013-03-13,Ministry of Education,GOJ,CARLONG PUBLISHERS (CARIBBEAN) LIMITED,DC,153290124.0,GOJ Funding
391,2013-03-13,Ministry of Education,GOJ,DATAZONE LIMITED,DC,45830865.6,GOJ Funding
392,2013-03-13,Ministry of Education,GOJ,PEARSON EDUCATION LIMITED,DC,27232480.8,GOJ Funding
393,2013-03-13,National Water Commission (NWC),IADB,KPMG,DC,9787600.0,Non-GOJ Funding
394,2013-03-06,Ministry of Agriculture and Fisheries,GOJ,PAVEMENTS & STRUCTURES LTD.,LCB,42024000.0,GOJ Funding
395,2013-03-06,Ministry of Agriculture and Fisheries,GOJ,PAVEMENTS & STRUCTURES LTD.,LCB,46185457.5,GOJ Funding
396,2013-03-06,Petrojam Limited,PCJ,QUALITY PLUS CONTRACTING COMPANY LIMITED,LCB,67105284.0,Non-GOJ Funding
397,2013-03-06,"Ministry of Science, Technology, Energy and Mining (MSTEM)",IBRD,EGIS EAU AND CARIMAC,ICB,22291039.68,Non-GOJ Funding
398,2013-03-06,National Works Agency,IADB,BUILD RITE CONSTRUCTION COMPANY LIMITED,ICB,324968325.0,Non-GOJ Funding
399,2013-03-06,North East Regional Health Authority (NERHA),GOJ,FREDERICK RODRIQUES & ASSOCIATES LTD.,LCB,59113800.0,GOJ Funding
400,2013-03-06,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,APPLIANCE TRADERS LIMITED,DC,14688960.39,Non-GOJ Funding
401,2013-03-06,Kingston Container Terminal (KTC),PAJ,CARGOTEC LIMITED,DC,11379982.54,Non-GOJ Funding
402,2013-03-06,Kingston Container Terminal (KTC),PAJ,CARGOTEC LIMITED,DC,9932256.65,Non-GOJ Funding
403,2013-03-06,Kingston Container Terminal (KTC),PAJ,TEREX PORT SOLUTIONS,DC,8904960.0,Non-GOJ Funding
404,2013-03-06,Kingston Container Terminal (KTC),PAJ,POWERGEN LIMITED,DC,9000000.0,Non-GOJ Funding
405,2013-03-06,Kingston Container Terminal (KTC),PAJ,PAUL BRIDGES & ASSOCIATES,DC,1466400.0,Non-GOJ Funding
406,2013-03-06,Kingston Container Terminal (KTC),PAJ,NOELL MOBILE SYSTEMS,DC,155187547.8,Non-GOJ Funding
